Time,Time Code,Series Name,Series Code,United Kingdom [GBR],Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Eswatini [SWZ],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People's Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],North Macedonia [MKD],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [PSE],"Yemen, Rep. [YEM]",Zambia [ZMB]
2020,YR2020,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.5612465741508,18.9191924372844,42.6188674741578,19.2552833205647,..,..,49.4720195953027,..,43.2160045879469,44.6475983938014,..,46.7867215508204,46.7568025029028,48.124930496626,49.5479080673131,19.430629429889,30.2328714569542,48.7769480061998,49.0310296188983,46.5937988594823,38.299927412368,49.5268202077257,..,39.4229290974964,42.6200427673483,39.4670322859469,48.9066001495373,42.7963621158594,..,40.9002850579802,45.976147260769,44.8711962691791,51.6314135171063,42.7652414418071,48.4157680183723,46.8391088086805,47.0923702819109,..,45.2489741065688,40.4044525289245,44.2398779432527,41.1625926926741,44.5289618307857,41.2686982769587,36.8514166397288,47.4388768921414,49.200755599735,39.8769045237334,40.9678861449127,45.8521015810933,37.5840351459276,..,45.2691350908835,44.3451359705001,47.1257215668479,25.7510710177612,..,39.58479989626,40.503495784001,18.6978634643276,41.8991877036231,37.6052487924304,45.6786891177484,48.3351784162111,47.2706901114245,46.1563364339818,..,33.1125791189556,47.7653603822248,48.4495491955125,42.9363581204072,39.518250929669,43.3009183522197,45.7072308203179,46.981798128134,46.8110085010292,..,43.7076629851056,..,..,44.3110910147923,32.952372722068,52.9365449686521,46.9671634316823,38.4594171319624,48.0384303407197,35.1115266585964,50.1074662028814,45.2384201550564,47.0894983929458,19.9649330538849,39.4275726399139,16.8187880860517,13.3318924615886,45.7659038415072,..,47.8687923018484,42.4830446563908,45.3180667407467,44.2033814892027,17.4720760219799,48.4320857964357,49.2104070298374,..,49.008566940672,42.3636290461131,..,24.4930161100111,38.2014275806779,49.187924804097,50.012813692988,24.4867256964479,44.8236740405553,46.6945086430555,35.7611731335607,..,50.0965833757597,46.4282293620216,49.631113991845,48.599722099151,48.5884409630047,38.5667908772951,20.4620557474018,42.58951157276,42.7815806980489,..,30.7528503651003,38.9473843479489,38.1137172572113,..,47.2623240427136,..,45.0094493894617,44.4845281129672,25.696048096503,52.2880394989058,39.8791567182914,49.0918604826076,..,54.9129457569376,46.8022075039836,45.5497500281923,47.7219220415115,37.9246136699876,42.6826971781783,44.221834849303,40.1501920869635,..,48.2412283156275,12.2920003454483,20.146219181577,..,40.5832678658245,48.4110893870946,40.0328040242153,44.0435960602231,39.1012191984503,44.4196368007827,49.2366121241103,42.4640303021737,13.8370022824794,42.7660493226244,48.7897201906939,51.5870562452305,34.6553723026291,..,34.8393663156032,20.8763411671967,39.4830434319044,44.3749886929422,..,50.3775926918995,41.2228102618148,..,45.5297219514937,46.5195857284921,48.4280425121655,31.2439120942812,44.6676816043843,48.965864235614,46.6564011237412,33.5785284664912,..,47.2298559427292,..,40.8372008372008,29.9313112095109,40.1141601108587,47.265961128618,46.6733161959503,18.207531570107,37.703263239499,48.2441008099568,45.8401434855077,45.5282018759211,48.8913256398246,41.2483932658244,41.5981540981541,28.3006741767419,32.1756058554174,41.1462280256156,..,..,48.8134580009382,47.7633788474437,16.7449148605913,46.2955117510251,46.510752382172,39.4530180766596,43.3234512763254,35.0738034632345,47.4528846804218,44.0434640979106,19.5540474316518,8.27022352898043,48.3368425903256
2020,YR2020,"Labor force, male",SL.TLF.TOTL.MA.IN,18221992,7635194,778878,9772353,..,..,6778611,..,10907409,665658,..,7175682,2469301,2514320,103284,783433,47729965,72707,2534095,2753483,105400,2516267,..,208828,3013469,722721,485859,55224603,..,128128,1775456,4153793,2461824,121266,4738378,6153795,10851317,..,1058446,3030887,48974,5023188,439553625,14580875,144561,16538879,1081861,1423862,5046949,955806,3182993,..,345636,2998985,1600914,163954,..,2869955,4579852,22659278,1534395,301754,852761,364950,187304,28831026,..,241891,1434476,15598387,67715,407095,436003,956479,23369344,7108399,..,2652531,..,..,43108,4282727,2171581,427849,180757,2575202,2653863,1941543,2600344,112930,366382358,82657419,21530675,8986317,1308578,..,2142289,14432855,763730,38112698,2136427,4742035,12257969,..,8604911,16411861,..,1744716,1530888,1924429,489583,1633352,506282,1189206,1501318,..,738090,173390,195053,7173102,4208330,9881999,192557,4214288,157395,..,868577,363163,32849712,..,468691,..,730060,150812,8667668,6518187,13830340,473792,..,7234580,5048898,72426,1504407,1830242,5083057,34727315,543855,..,1470552,2325673,57342447,..,1091354,1414545,2132600,9066009,25560039,10017026,2636891,610632,1873902,5126794,37285979,3118072,34945,..,44175,12653411,2576919,1752581,..,1323259,2025622,..,1482721,551239,180796,1983481,11811138,2385692,12264754,5383967,..,53961,..,32506,8812155,137860,2894986,2658233,4229172,1508289,14492815,21142120,302338,1440205,18742,370798,2950796,21448904,1130753,..,..,8444527,10669762,5308965,88472125,902197,8505119,73604,6791202,29366335,24048,975077,6154853,3901525
2020,YR2020,"Labor force, total",SL.TLF.TOTL.IN,34749413,9416829,1357373,12102616,..,..,13415460,..,19208592,1202591,..,13484888,4637815,4846887,204715,972372,68412678,141940,4971927,5155729,170828,4985420,..,344741,5251670,1193956,950933,96539743,..,216798,3286415,7534642,5089758,211873,9185555,11575786,20509919,..,1933193,5085739,87828,8537487,792401719,24826218,228922,31465473,2129699,2368243,8549394,1765171,5099652,..,631523,5388485,3027786,220818,..,4750336,7697701,27870211,2640908,483616,1569813,706382,355218,53546648,..,361639,2746237,30255910,118664,673089,768986,1761695,44078049,13364617,..,4712041,..,..,77405,6387537,4614181,806753,293720,4955980,4089919,3891456,4748466,213434,457779812,136459585,25884148,10368723,2412829,..,4109454,25093564,1396688,68306177,2588725,9195720,24134840,..,16875219,28474612,..,2310675,2477198,3787334,979421,2162976,917562,2230924,2337057,..,1479033,323663,387247,13955337,8185630,16085580,242092,7340643,275081,..,1254313,594823,53080123,..,888710,..,1327599,271654,11665214,13661543,23004175,930694,..,16045628,9490719,133015,2877711,2948386,8868172,62259271,908703,..,2841159,2651627,71809320,..,1836789,2741973,3556271,16201831,41971346,18022671,5194476,1061310,2174828,8957512,72809444,6440635,53478,..,67794,15991854,4258114,3150687,..,2666630,3446291,..,2722079,1030725,350582,2884818,21345809,4674628,22992127,8105653,..,102251,..,54945,12576579,230203,5489900,4984814,5170635,2421183,28002234,39036695,555034,2817960,31897,634920,4115538,31624253,1921328,..,..,16497309,20425900,6376718,164740393,1686696,14047009,129865,10459875,55885220,42978,1212102,6709734,7551931
2020,YR2020,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,1,0,1,1,..,..,1,0,1,0,..,1,1,0,0,0,0,0,1,1,0,1,..,1,1,1,0,0,..,0,1,0,0,0,0,0,1,..,0,1,..,0,0,0,1,0,0,1,1,1,..,..,1,1,1,1,0,0,1,0,0,1,0,1,0,0,..,0,1,1,..,0,0,0,1,0,..,1,..,1,..,0,1,0,1,1,0,0,0,1,0,0,0,1,1,..,1,1,0,0,1,0,1,1,..,0,1,0,0,0,1,0,1,1,1,..,1,1,..,0,1,0,0,1,1,1,0,1,0,0,1,..,0,0,1,0,0,1,..,1,1,..,1,0,1,0,0,..,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,..,0,1,0,1,1,1,1,0,0,1,..,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,..,..,..,1,0,1,0,1,0,0,0,1,..,0,0,1
2020,YR2020,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Learning-Adjusted Years of School,HD.HCI.LAYS,11.5380058288574,5.05283832550049,8.95301818847656,7.091552734375,..,..,4.23497772216797,8.44442176818848,8.41131019592285,7.99462080001831,..,11.2225046157837,10.9062051773071,8.28151321411133,..,9.28683853149414,5.9894208908081,..,10.784273147583,11.1832885742188,..,5.66641664505005,..,6.32679033279419,..,7.80188322067261,5.0830454826355,7.87283945083618,..,9.21892356872559,8.68730926513672,4.53306150436401,5.16467428207397,..,6.84398031234741,5.28687429428101,11.724045753479,..,2.69615483283997,2.83042907714844,..,9.40742969512939,9.27002716064453,8.62216186523438,5.12938976287842,4.53227567672729,5.28511667251587,8.99331092834473,4.81159114837646,10.4461622238159,..,..,10.9170904159546,11.1165237426758,11.0988283157349,..,8.00887203216553,6.55853319168091,8.69649028778076,6.52936267852783,7.63728857040405,..,..,11.7193126678467,4.52542972564697,4.34911251068115,..,6.95113611221313,11.7387523651123,11.268723487854,..,6.02492713928223,5.37541961669922,8.27399158477783,11.0330896377563,5.95872831344604,..,9.9642505645752,..,8.27358818054199,..,6.29768991470337,4.5682201385498,..,6.76324939727783,6.14986038208008,6.1338038444519,11.8867826461792,10.2715682983398,10.7183113098144,7.10217046737671,7.82776832580566,8.19246196746826,4.03086042404175,11.5947971343994,..,10.5865087509155,10.4518785476685,7.05798578262329,11.7351493835449,7.6661262512207,9.12743663787842,8.46923923492432,7.38194513320923,..,11.684027671814,7.87082147598267,7.38203382492065,8.65210056304932,6.25232076644897,10.9788007736206,6.33523941040039,6.31405115127563,2.20650243759155,..,..,10.9752321243286,9.79557704925537,11.5738143920898,4.71344089508057,5.50565242767334,8.88928508758545,..,2.57839322090149,10.1930236816406,5.65948820114136,4.23143672943115,9.40572452545166,8.82425403594971,7.18635177612305,8.28882122039795,..,9.15325736999512,8.9080924987793,6.31768131256104,4.47178792953491,6.78796720504761,6.10606479644775,6.51161670684815,7.22666120529175,11.5390224456787,..,11.3902349472046,6.74772310256958,2.682461977005,5.03834247589111,7.29640483856201,..,11.2338733673096,8.64499092102051,5.0792350769043,8.69223594665527,6.48086738586426,5.99894571304321,6.97648620605469,8.63224697113037,7.49233388900757,11.3741827011108,11.3100528717041,..,8.77822017669678,8.36918926239014,10.8980865478516,3.92577123641968,7.24516868591309,..,..,7.88817739486694,4.83831882476807,9.75260734558105,9.70082473754883,4.85470771789551,12.813289642334,..,9.79978275299072,11.3709392547607,4.67510604858398,..,5.60340404510498,2.51134634017944,10.5146961212158,8.46218395233154,8.47775077819824,8.4803295135498,..,7.71073007583618,4.30143785476685,..,11.5808744430542,10.9337730407715,..,6.78547477722168,4.48491764068604,8.68309020996094,6.29272079467773,5.97273874282837,7.14021062850952,9.11580753326416,6.49405193328857,9.22749519348145,..,..,5.99778366088867,4.33587217330933,9.87451553344727,9.64599704742432,10.556770324707,8.55120277404785,9.13336372375488,5.62425851821899,..,10.6805419921875,..,8.04729080200195,4.17876148223877,5.03629302978516
2020,YR2020,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,11.5545492172241,3.87448787689209,9.43285369873047,7.51136064529419,..,..,3.62558841705322,8.88182258605957,8.49405002593994,8.25053691864014,..,11.3243560791016,10.9810247421265,8.33198165893555,..,9.82046794891357,6.23208951950073,..,10.8022508621216,11.2325716018677,..,5.41777181625366,..,6.33993196487427,..,7.93744134902954,5.4710488319397,..,..,9.47567367553711,8.84185600280762,4.48695087432861,5.46807241439819,..,..,5.09122657775879,11.8130989074707,..,..,2.27239918708801,..,9.47497653961182,9.30982112884521,8.62036800384521,5.17187166213989,4.33589172363281,5.37640857696533,9.03706455230713,4.51395273208618,10.6726570129394,..,..,10.9055271148682,11.2645273208618,11.2615785598755,..,8.38981246948242,6.82748556137085,8.86704063415527,6.80882501602173,7.75769758224487,..,..,11.8570604324341,..,4.1422529220581,..,7.31318855285645,12.0471239089966,11.3579368591309,..,6.2082691192627,5.55339193344116,8.59527778625488,11.1196928024292,5.98992395401001,..,10.1562414169312,..,8.6777925491333,..,6.32996129989624,3.91709423065186,..,7.01596689224243,6.26985454559326,6.26761674880981,12.3033294677734,10.3126020431519,11.0003852844238,7.15865468978882,8.04423713684082,8.43418216705322,4.36571455001831,11.6797342300415,..,10.971923828125,10.5246639251709,7.48372888565063,..,8.10178756713867,9.33180141448975,..,8.06293869018555,..,11.732931137085,7.96690702438354,7.96032571792603,8.7863826751709,6.29928827285767,11.1833410263062,..,..,2.18399834632873,..,..,11.2004070281982,9.92512893676758,11.7851448059082,4.84533452987671,..,9.17951393127441,..,2.41027474403381,10.5710706710815,5.97733879089355,4.3634204864502,..,8.89393711090088,7.50996351242065,8.47059345245361,..,9.17539691925049,8.90716457366943,6.50583124160767,..,6.9317684173584,..,6.81373357772827,..,11.7157707214356,..,11.5248031616211,6.96400165557861,2.43843650817871,4.98387432098389,7.51291275024414,..,11.4764547348022,9.20783996582031,4.77703762054443,9.02868938446045,6.58040571212769,5.75797986984253,6.90115451812744,8.4758939743042,7.75019645690918,11.5250797271728,11.2869215011597,..,9.32858276367188,8.52179145812988,10.9703054428101,4.12639570236206,7.80791234970093,..,..,8.21453952789307,5.17428684234619,9.92992687225342,..,4.88558149337769,12.8552627563477,..,9.93864345550537,11.6230630874634,4.92368984222412,..,5.82612943649292,..,10.5582942962647,..,8.39566802978516,8.76795387268066,..,8.18125152587891,4.32750129699707,..,11.7157707214356,10.9822845458984,..,..,4.63368034362793,8.88953685760498,6.59004259109497,5.75106763839722,7.56232023239136,..,6.94080495834351,9.26340389251709,..,..,6.38574552536011,..,10.0384130477905,9.76524543762207,10.6417169570923,8.79611587524414,9.10738182067871,5.76657724380493,..,11.0440521240234,..,8.50314807891846,3.81997203826904,..
2020,YR2020,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,11.5203981399536,5.52743482589722,8.52679920196533,6.71118354797363,..,..,4.83345651626587,8.03377246856689,8.33244132995605,7.767737865448,..,11.1243391036987,10.834620475769,8.2335729598999,..,8.79057312011719,5.75527095794678,..,10.7679605484009,11.1330623626709,..,5.90491390228271,..,6.08175611495972,..,7.67776346206665,4.70835018157959,..,..,8.97450542449951,8.55198001861572,4.58137702941895,4.89303970336914,..,..,5.48306703567505,11.6358242034912,..,..,3.36577033996582,..,9.34257698059082,9.21758365631104,8.62904834747314,5.11580276489258,4.73288059234619,5.18525171279907,8.9535083770752,5.10828876495361,10.2270803451538,..,..,10.9283847808838,10.9755935668945,10.9411792755127,..,7.67740869522095,6.2982325553894,8.52953147888184,6.2544469833374,7.5252537727356,..,..,11.5851011276245,..,4.55406332015991,..,6.61589384078979,11.441725730896,11.1825313568115,..,5.80859851837158,5.1872181892395,7.98844242095947,10.957911491394,5.9286699295044,..,9.77865123748779,..,7.87388896942139,..,6.2662878036499,5.2123236656189,..,6.54274749755859,6.04396867752075,6.00419998168945,11.5138845443726,10.2301177978516,10.4389905929565,7.05066442489624,7.61363935470581,7.98024606704712,3.7860381603241,11.5102024078369,..,10.182294845581,10.3849973678589,6.67364931106567,..,7.24081993103027,8.93238925933838,..,6.73664331436157,..,11.6396512985229,7.75587034225464,6.84575271606445,8.52762413024902,6.20203304290771,10.7763814926147,..,..,2.22594594955444,..,..,10.7616672515869,9.6717643737793,11.3780832290649,4.58331394195557,..,8.60615634918213,..,2.74163198471069,9.84769153594971,5.36787223815918,4.09915542602539,..,8.76054191589355,6.9817099571228,8.1171293258667,..,9.13409328460693,8.90667247772217,6.15045070648193,..,6.65020751953125,..,6.09267950057983,..,11.3618497848511,..,11.2609100341797,6.54145812988281,2.91684150695801,5.09001493453979,7.0971884727478,..,10.9968023300171,8.12069416046143,5.37470483779907,8.36796188354492,6.38475942611694,6.1978006362915,7.05196571350098,8.78862857818604,7.22468090057373,11.2263078689575,11.3317756652832,..,8.25507640838623,8.22599601745605,10.8243522644043,3.73316431045532,6.72446012496948,..,..,7.58191061019897,4.5384693145752,9.58031463623047,..,4.8236026763916,12.7663679122925,..,9.66070747375488,11.1334800720215,4.45235443115234,..,5.36604976654053,..,10.4749412536621,..,8.57080936431885,8.19805812835693,..,7.26051998138428,4.28521728515625,..,11.4370155334473,10.8916645050049,..,..,4.33795928955078,8.43818759918213,6.017502784729,6.19413948059082,6.78486824035645,..,6.08669090270996,9.19133186340332,..,..,5.63640451431274,..,9.72455501556396,9.48860931396484,10.4759178161621,8.30336570739746,9.15807723999023,5.49123001098633,..,10.3149318695068,..,7.59659051895142,4.52334213256836,..
2020,YR2020,Length of paid maternity leave (calendar days),SH.MMR.LEVE,42,90,365,98,..,..,90,91,90,140,..,0,112,126,84,60,112,84,126,105,98,98,..,56,90,365,84,120,..,91,410,98,84,60,90,98,105,..,98,98,..,126,128,126,98,98,105,120,98,208,..,..,126,196,126,98,84,98,84,90,112,84,60,140,14,120,..,98,147,112,..,98,180,183,98,84,..,119,..,90,..,84,98,60,91,84,84,70,168,120,182,90,180,98,182,..,105,150,56,98,70,126,90,84,..,90,270,70,126,105,112,70,84,98,98,..,126,112,..,98,56,60,60,98,126,0,98,98,84,0,126,..,120,98,98,60,98,84,..,98,112,..,0,84,98,84,270,..,0,50,112,0,98,0,126,98,105,140,0,56,50,126,140,84,28,635,98,70,98,135,112,84,84,..,238,105,84,98,120,90,112,84,91,91,..,91,56,112,0,98,120,140,84,90,84,98,0,98,30,112,..,..,..,84,126,45,0,98,126,84,182,180,..,70,70,98
2020,YR2020,Length of paid parental leave for father (calendar days),SH.PAR.LEVE.MA,0,0,0,0,..,..,0,0,0,0,..,0,0,0,0,0,0,0,0,120,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,35,..,0,0,..,0,0,0,0,0,0,0,0,120,..,..,0,0,0,0,0,0,0,0,0,0,0,30,0,0,..,0,0,180,..,0,0,0,60,0,..,0,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,14,..,0,210,0,365,0,0,0,0,..,365,0,0,0,0,0,0,0,0,0,..,0,180,..,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,..,0,0,0,0,0,..,105,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,..,0,130,0,0,0,0,0,0,0,0,..,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,..,..,..,0,0,7,70,0,0,0,0,0,..,0,0,0
2020,YR2020,Length of paid parental leave for mother (calendar days),SH.PAR.LEVE.FE,0,0,0,0,..,..,0,0,0,0,..,0,0,0,0,0,0,0,0,120,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,35,..,0,0,..,42,0,0,0,0,0,0,0,120,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,180,..,0,0,0,60,0,..,0,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,14,..,0,180,0,309,0,0,0,0,..,365,0,0,0,0,0,0,0,0,0,..,0,180,..,0,0,0,0,0,0,0,0,0,0,0,0,..,1095,0,0,0,0,0,..,0,0,..,0,0,0,0,0,..,126,0,0,0,0,0,0,0,0,0,42,0,0,30,0,0,0,0,0,0,0,0,0,0,0,..,0,130,0,0,0,0,0,0,0,0,..,0,0,0,90,0,0,475,0,0,0,0,0,0,0,0,..,..,..,0,0,7,70,0,0,0,0,0,..,0,0,0
2020,YR2020,Length of paid paternity leave (calendar days),SH.PTR.LEVE,14,14,3,3,..,..,1,0,2,0,..,14,30,0,0,1,0,0,0,14,0,3,..,7,3,9,0,7,..,0,21,3,4,2,0,3,0,..,1,1,..,7,14,10,0,2,0,0,2,0,..,..,14,7,14,3,0,2,14,0,3,3,0,0,0,3,..,2,76,11,..,3,14,0,0,0,..,2,..,0,..,2,0,0,0,0,0,7,7,120,0,2,14,0,14,..,0,9,0,0,3,0,14,0,..,14,7,0,0,3,10,0,0,0,0,..,30,14,..,0,0,0,3,3,1,0,1,7,7,0,14,..,0,0,3,1,21,0,..,21,42,..,0,7,1,0,2,..,0,0,0,0,3,0,14,14,9,14,35,0,0,21,0,4,7,0,0,3,1,7,14,0,14,..,0,30,0,0,14,14,84,0,0,0,..,0,0,8,14,0,0,0,3,0,7,2,0,0,1,7,..,..,..,4,0,0,0,13,0,0,14,7,..,0,0,0
